id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,label
277,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a woman. I am not at all interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
278,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 38 years old. I am a man. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
279,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
280,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 72 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
281,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 43 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
282,"Racially, I am white. I do not attend church. I am 21 years old. I am a man.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
283,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 42 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
284,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a woman. I am somewhat interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
285,"Racially, I am hispanic. I never discuss politics with my family or friends. I attend church. I am a woman. I am not at all interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
286,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 60 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
287,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 40 years old. I am a woman. I am somewhat interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
288,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 61 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
289,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 54 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
290,"Racially, I am white. I attend church. I am 58 years old. I am a man.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
291,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 38 years old. I am a woman. I am somewhat interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
292,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 53 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
293,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 34 years old. I am a man. I am not at all interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
294,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 20 years old. I am a man. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
295,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 44 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
296,"Racially, I am white. I do not attend church. I am 21 years old. I am a man.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
297,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 64 years old. I am a man.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
298,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 70 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
299,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 62 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
300,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 27 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
301,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 28 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
302,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 71 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
303,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 42 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
304,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 71 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
305,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 69 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
306,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 38 years old. I am a woman.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
307,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 21 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
308,"Racially, I am asian. I attend church. I am 55 years old. I am a woman.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
309,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 19 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
310,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 67 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
311,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 63 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
312,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 29 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
313,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 80 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
314,"Racially, I am white. I attend church. I am 73 years old. I am a man.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
315,"Racially, I am asian. I never discuss politics with my family or friends. I do not attend church. I am 29 years old. I am a woman.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
316,"Racially, I am white. I attend church. I am 66 years old. I am a woman.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
317,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 32 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
318,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 23 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
319,"Racially, I am native American. I like to discuss politics with my family and friends. I do not attend church. I am 66 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
320,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 63 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
321,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 58 years old. I am a man. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
322,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 36 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
323,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 39 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
324,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 71 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
325,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
326,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 40 years old. I am a woman. I am not at all interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
327,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a woman. I am not at all interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
328,"Racially, I am white. I attend church. I am 41 years old. I am a man.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
329,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 73 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
330,"Racially, I am asian. I attend church. I am 62 years old. I am a woman.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
331,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 38 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
332,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 33 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
333,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 69 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
334,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 38 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
335,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 44 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
336,"Racially, I am white. I attend church. I am 38 years old. I am a woman.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
337,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 46 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
338,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 43 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
339,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 58 years old. I am a woman. I am not very interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
340,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a woman. I am not very interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
341,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 42 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
342,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 39 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
343,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 18 years old. I am a man. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
344,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 71 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
345,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 60 years old. I am a woman. I am very interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
346,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 51 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
347,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 36 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
348,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 75 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
349,"Racially, I am white. I do not attend church. I am 80 years old. I am a woman.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
350,"Racially, I am white. I attend church. I am 59 years old. I am a man.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
351,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
352,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a woman. I am not very interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
353,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 38 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
354,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 29 years old. I am a woman. I am somewhat interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
355,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 65 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
356,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 31 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
357,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 63 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
358,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 48 years old. I am a man. I am not at all interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
359,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 53 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
360,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
361,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 77 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
362,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
363,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 43 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
364,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 37 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
365,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 52 years old. I am a woman. I am not at all interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
366,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 32 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
367,"Racially, I am black. I never discuss politics with my family or friends. I attend church. I am 28 years old. I am a man. I am not at all interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
368,I like to discuss politics with my family and friends. I attend church. I am 64 years old. I am a man. I am very interested in politics.,1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
369,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 68 years old. I am a woman. I am somewhat interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
370,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 58 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
371,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
372,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 70 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
373,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 60 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
374,"Racially, I am white. I do not attend church. I am 60 years old. I am a woman.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
375,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 71 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
376,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 40 years old. I am a man. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
377,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 27 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
378,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 71 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
379,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 30 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
380,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
381,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 60 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
382,"Racially, I am white. I never discuss politics with my family or friends. I attend church. I am 73 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
383,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 68 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
384,"Racially, I am hispanic. I never discuss politics with my family or friends. I do not attend church. I am 63 years old. I am a man. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
385,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 64 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
386,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 27 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
387,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a woman. I am not at all interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
388,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 39 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
389,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
390,"Racially, I am native American. I do not attend church. I am 49 years old. I am a man.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
391,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 38 years old. I am a man. I am not at all interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
392,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 26 years old. I am a woman. I am not at all interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
393,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 47 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
394,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 50 years old. I am a man. I am not very interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
395,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 78 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
396,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 80 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
397,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 49 years old. I am a woman. I am somewhat interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
398,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
399,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 70 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
400,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
401,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 65 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
402,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
403,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 51 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
404,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
405,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 46 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
406,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 33 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
407,"Racially, I am native American. I never discuss politics with my family or friends. I attend church. I am 50 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
408,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 63 years old. I am a woman. I am very interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
409,I am a man.,1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
410,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 69 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
411,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 62 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
412,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
413,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
414,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 47 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
415,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 42 years old. I am a man. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
416,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 37 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
417,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 61 years old. I am a man. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
418,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 68 years old. I am a woman. I am very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
419,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 60 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
420,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 28 years old. I am a man. I am somewhat interested in politics.",0,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
421,I do not attend church. I am a woman.,1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
422,"Racially, I am white. I attend church. I am 79 years old. I am a woman.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
423,I like to discuss politics with my family and friends. I do not attend church. I am 20 years old. I am a man. I am very interested in politics.,1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
424,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 73 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
425,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 58 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
426,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 41 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
427,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 37 years old. I am a man. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
428,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 76 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
429,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 65 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
430,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a woman. I am not very interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
431,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 53 years old. I am a woman. I am somewhat interested in politics.",1,4,0.8257584748009115,0.7935869927798405,0.8593632387820488,synth_short
